5.7007617516        7.4598609336        8.1049159310
7.0616273564        7.5012088442        7.3786096519
6.0936852741        7.5003555422        7.2181141510
9.3420432208        8.2783471206        6.9342238889
9.3247980924        6.7400884260        6.8932691647
8.9994872491        7.4998692476        7.4068084764
