5.7886968902        7.4623326071        8.1025286466
7.1656024788        7.5036368210        7.3720165023
6.1881240870        7.5000995804        7.2178821867
9.2424403102        8.2868304932        6.9391090912
9.2298464277        6.7353828196        6.8953258933
8.9081506465        7.4999830323        7.4076860958
