5.7632700122        7.4661341830        8.0920296947
7.1593399948        7.4973242710        7.3973140225
6.1863638666        7.5000572312        7.2182545692
9.1765559198        8.2907458749        6.9033831796
9.1814240874        6.7396469866        6.8625685797
8.9063465776        7.5004939624        7.4066677351
