#time 	 coulomb 
1.0000000000000007  	 125.37917674706958 
2.0000000000000013  	 124.92927000858549 
2.99999999999998  	 123.68348240133447 
3.9999999999999587  	 121.88156461511993 
4.999999999999938  	 119.1522455911336 
5.9999999999999165  	 118.64265324423266 
6.999999999999895  	 117.30106553325705 
7.999999999999874  	 113.22715510055846 
8.999999999999853  	 112.31460267088576 
9.999999999999831  	 109.06174736322443 
10.99999999999981  	 105.7596338198473 
11.999999999999789  	 105.14446290750917 
12.999999999999767  	 107.05369881550101 
13.999999999999746  	 107.18985059074963 
14.999999999999725  	 104.20211555244956 
15.999999999999703  	 102.173777442239 
16.999999999999858  	 103.08472172965998 
18.000000000000014  	 102.6181423704663 
19.00000000000017  	 104.36368869744388 
20.000000000000327  	 106.47676332409515 
21.000000000000483  	 105.8129699734668 
22.00000000000064  	 104.85267944724112 
23.000000000000796  	 101.14101087385625 
24.000000000000952  	 99.78927947201932 
25.00000000000111  	 100.12607581149868 
26.000000000001265  	 98.73665382113866 
27.00000000000142  	 98.58116915506017 
28.000000000001577  	 95.36937922724012 
29.000000000001734  	 95.33945743772342 
30.00000000000189  	 94.3514323695413 
31.000000000002046  	 93.38907446844576 
32.0000000000022  	 92.33111594954035 
33.000000000002004  	 93.93782707951989 
34.000000000001805  	 94.46448778158756 
35.000000000001606  	 97.94174486435104 
36.00000000000141  	 97.28183159736756 
37.00000000000121  	 95.90974400584162 
38.00000000000101  	 96.53353565115421 
39.00000000000081  	 97.13468842270373 
40.00000000000061  	 95.48471544797992 
41.00000000000041  	 96.09226064815797 
42.00000000000021  	 95.20686150691341 
43.000000000000014  	 94.73901389461005 
43.999999999999815  	 97.20758541976186 
44.999999999999616  	 97.316670946389 
45.99999999999942  	 97.24205881726604 
46.99999999999922  	 97.24420462676699 
47.99999999999902  	 94.6498444250386 
48.99999999999882  	 95.76397100646267 
49.99999999999862  	 94.54253756889464 
50.99999999999842  	 90.94410335803659 
51.999999999998224  	 87.92972630041278 
52.999999999998025  	 90.57620532220307 
53.999999999997826  	 91.07434262786828 
54.99999999999763  	 89.61596296627548 
55.99999999999743  	 88.4569521927972 
56.99999999999723  	 89.43316718267141 
57.99999999999703  	 89.77027140889251 
58.99999999999683  	 86.70104213245892 
59.99999999999663  	 87.61289075484643 
60.99999999999643  	 83.49525120420878 
61.999999999996234  	 79.26965739302847 
62.999999999996035  	 81.55199141433286 
63.999999999995836  	 84.45154044579716 
64.99999999999635  	 83.78782364666445 
65.99999999999686  	 80.13183188926708 
66.99999999999737  	 79.9946648679651 
67.99999999999788  	 76.15976952056567 
68.9999999999984  	 75.97715165651694 
69.9999999999989  	 81.77764976082592 
70.99999999999942  	 81.91343357068244 
71.99999999999993  	 80.80661310307696 
73.00000000000044  	 78.33411665249483 
74.00000000000095  	 74.71818453085946 
75.00000000000146  	 71.13102915930784 
76.00000000000198  	 74.35173000385406 
77.00000000000249  	 77.46931395942235 
78.000000000003  	 76.1629633810171 
79.00000000000351  	 73.4315387142223 
80.00000000000402  	 79.45796795129851 
81.00000000000453  	 78.88046965551871 
82.00000000000504  	 73.07657065855221 
83.00000000000556  	 76.8082180613971 
84.00000000000607  	 77.73282657309386 
85.00000000000658  	 81.99995966174356 
86.00000000000709  	 85.50475488927384 
87.0000000000076  	 86.79514214153708 
88.00000000000811  	 86.45703750107577 
89.00000000000863  	 85.69918219287403 
90.00000000000914  	 84.75138684182205 
91.00000000000965  	 86.8089727976919 
92.00000000001016  	 86.71755847510826 
93.00000000001067  	 86.20202484019299 
94.00000000001118  	 85.96844982120099 
95.0000000000117  	 81.67963498298042 
96.00000000001221  	 79.78117616813678 
97.00000000001272  	 78.96575322013894 
98.00000000001323  	 75.03410120035215 
99.00000000001374  	 71.18734700922978 
100.00000000001425  	 75.08072846635721 
101.00000000001477  	 73.55622526660409 
102.00000000001528  	 74.26158233067349 
103.00000000001579  	 75.02588179804864 
104.0000000000163  	 74.22046185515933 
105.00000000001681  	 74.90457065700255 
106.00000000001732  	 75.5075892593916 
107.00000000001783  	 76.42406037970929 
108.00000000001835  	 78.05815166611004 
109.00000000001886  	 80.29237870846632 
110.00000000001937  	 80.8381322808885 
111.00000000001988  	 76.74900309237056 
112.00000000002039  	 76.21330282730526 
113.0000000000209  	 77.03935507348976 
114.00000000002142  	 78.09925097084059 
115.00000000002193  	 77.16356724999687 
116.00000000002244  	 74.4948430863821 
117.00000000002295  	 78.673824091652 
118.00000000002346  	 80.57884194928391 
119.00000000002397  	 77.4206467051551 
120.00000000002449  	 80.50334500264665 
121.000000000025  	 83.06487113205145 
122.00000000002551  	 80.83665689140346 
123.00000000002602  	 79.4860908345694 
124.00000000002653  	 83.0131460758858 
125.00000000002704  	 85.52500502711874 
126.00000000002755  	 80.71813645018563 
127.00000000002807  	 78.55357244011998 
128.00000000002856  	 73.75655828536655 
129.00000000002765  	 69.33039827672732 
130.00000000002674  	 75.911215722002 
131.00000000002584  	 78.65927851313222 
132.00000000002493  	 78.05273099382691 
133.00000000002402  	 78.57311807375758 
134.0000000000231  	 80.091802261499 
135.0000000000222  	 79.80321399490165 
136.0000000000213  	 75.91544458265619 
137.00000000002038  	 75.73561061201612 
138.00000000001947  	 79.03824805009617 
139.00000000001856  	 73.41461570023066 
140.00000000001765  	 75.31928442699726 
141.00000000001674  	 69.53035087990477 
142.00000000001583  	 73.09394561147008 
143.00000000001492  	 71.07004328210567 
144.000000000014  	 71.54816726637964 
145.0000000000131  	 72.47868665436285 
146.0000000000122  	 76.6162186055399 
147.00000000001128  	 78.10857908693797 
148.00000000001037  	 80.72739210531907 
149.00000000000946  	 80.33730941233827 
150.00000000000855  	 80.94255741797119 
151.00000000000765  	 80.79103669761392 
152.00000000000674  	 73.0648813598621 
153.00000000000583  	 75.65642628339549 
154.00000000000492  	 74.57771798435427 
155.000000000004  	 74.54266073791315 
156.0000000000031  	 73.92468092267382 
157.0000000000022  	 70.81698602956712 
158.00000000000128  	 73.3942205624299 
159.00000000000037  	 77.79456611910518 
159.99999999999946  	 74.82573715645731 
160.99999999999855  	 77.89953210867745 
161.99999999999764  	 74.1527863813786 
162.99999999999673  	 75.42783191732605 
163.99999999999582  	 79.16424768211476 
164.9999999999949  	 79.21083459243516 
165.999999999994  	 77.35824990856564 
166.9999999999931  	 77.74745675770458 
167.99999999999218  	 80.84343131760004 
168.99999999999127  	 77.9533774359686 
169.99999999999037  	 80.58654850629182 
170.99999999998946  	 77.81851152590113 
171.99999999998855  	 79.98040346759439 
172.99999999998764  	 77.03283515363924 
173.99999999998673  	 80.67950304390212 
174.99999999998582  	 83.91619055088805 
175.9999999999849  	 80.84906227636037 
176.999999999984  	 82.1824524219807 
177.9999999999831  	 83.45755782203534 
178.99999999998218  	 82.23540236096514 
179.99999999998127  	 81.72870220490528 
180.99999999998036  	 79.44570670877408 
181.99999999997945  	 80.14854935106976 
182.99999999997854  	 84.1710955515536 
183.99999999997763  	 84.25046111109194 
184.99999999997672  	 83.64292353556917 
185.9999999999758  	 84.71629102389858 
186.9999999999749  	 85.5783248979148 
187.999999999974  	 86.97089639970935 
188.99999999997308  	 91.53423663444035 
189.99999999997218  	 89.2641519425454 
190.99999999997127  	 88.42946606689807 
191.99999999997036  	 88.46247729002788 
192.99999999996945  	 87.19454729786233 
193.99999999996854  	 89.37781447910191 
194.99999999996763  	 88.93700408489718 
195.99999999996672  	 86.0114252342376 
196.9999999999658  	 85.57318651241513 
197.9999999999649  	 86.38066009542356 
198.999999999964  	 83.53930643187499 
199.99999999996308  	 83.65294464389117 
200.99999999996217  	 82.21714383369039 
201.99999999996126  	 79.65431761422846 
202.99999999996035  	 79.61869254512584 
203.99999999995944  	 82.36309325692633 
204.99999999995853  	 83.79929528841905 
205.99999999995762  	 85.0789090497594 
206.9999999999567  	 84.18359824740708 
207.9999999999558  	 82.91127882821763 
208.9999999999549  	 82.71215502482458 
209.99999999995399  	 77.77632386597637 
210.99999999995308  	 76.46364814976315 
211.99999999995217  	 82.76286220889222 
212.99999999995126  	 83.40750823025621 
213.99999999995035  	 86.88984958749091 
214.99999999994944  	 87.5873231621034 
215.99999999994853  	 86.48376444010157 
216.99999999994762  	 87.27785643716217 
217.9999999999467  	 85.77123536798538 
218.9999999999458  	 88.5042144673022 
219.9999999999449  	 84.96629957783105 
220.99999999994398  	 83.33784482628107 
221.99999999994307  	 86.11188423601847 
222.99999999994216  	 88.25041719954714 
223.99999999994125  	 89.16601809688123 
224.99999999994034  	 88.8455012680518 
225.99999999993943  	 87.67802731210625 
226.99999999993852  	 87.75388316822722 
227.99999999993761  	 88.311969828972 
228.9999999999367  	 85.58825468904618 
229.9999999999358  	 83.2800925702202 
230.9999999999349  	 82.5880219293935 
231.99999999993398  	 84.64063320346521 
232.99999999993307  	 86.06963278699702 
233.99999999993216  	 87.32786352184692 
234.99999999993125  	 89.53136737083025 
235.99999999993034  	 86.7324558521957 
236.99999999992943  	 81.24126935937026 
237.99999999992852  	 84.95928980784113 
238.9999999999276  	 85.09235380881765 
239.9999999999267  	 89.28614679077168 
240.9999999999258  	 91.35613716314072 
241.99999999992488  	 89.281304636859 
242.99999999992397  	 87.81705006700659 
243.99999999992306  	 88.02171966621391 
244.99999999992215  	 86.15975453233607 
245.99999999992124  	 86.14509152466975 
246.99999999992033  	 87.89445368472647 
247.99999999991942  	 86.49609660502546 
248.99999999991851  	 84.66665323971151 
249.9999999999176  	 81.13920070522587 
250.9999999999167  	 78.31007079985318 
251.9999999999158  	 76.4258591837862 
252.99999999991488  	 74.86667566405397 
253.99999999991397  	 76.13350872427496 
254.99999999991306  	 78.22956525998063 
255.99999999991215  	 78.54859152860905 
256.99999999991127  	 80.52626875214537 
257.99999999991036  	 78.01523156571284 
258.99999999990945  	 73.56444511236415 
259.99999999990854  	 69.04558992948712 
260.99999999990763  	 65.85982100144915 
261.9999999999067  	 69.23604450828486 
262.9999999999058  	 73.43724659142484 
263.9999999999049  	 71.01396983852383 
264.999999999904  	 68.98273708142577 
265.9999999999031  	 72.245921036872 
266.9999999999022  	 75.09713036194998 
267.99999999990126  	 79.76845644681633 
268.99999999990035  	 78.56097219156136 
269.99999999989944  	 71.96756833492088 
270.99999999989853  	 70.81150412432835 
271.9999999998976  	 74.0867270466849 
272.9999999998967  	 71.52639387761009 
273.9999999998958  	 69.76963491253903 
274.9999999998949  	 67.18583758106595 
275.999999999894  	 64.52112760491931 
276.9999999998931  	 68.22693954002186 
277.99999999989217  	 71.22479008800804 
278.99999999989126  	 69.43130277515996 
279.99999999989035  	 69.58442108988612 
280.99999999988944  	 70.08408592159662 
281.99999999988853  	 70.6822752389676 
282.9999999998876  	 72.61400800426696 
283.9999999998867  	 75.67814274818521 
284.9999999998858  	 76.6431379230597 
285.9999999998849  	 79.83849823334704 
286.999999999884  	 77.26926004298875 
287.9999999998831  	 75.15382619118724 
288.99999999988216  	 72.95680997979991 
289.99999999988125  	 71.35140208172524 
290.99999999988034  	 67.45494947074863 
291.99999999987944  	 63.55583960284959 
292.9999999998785  	 58.41152676730547 
293.9999999998776  	 61.03059306201984 
294.9999999998767  	 57.32602544307569 
295.9999999998758  	 58.975383655730305 
296.9999999998749  	 64.75704486622082 
297.999999999874  	 70.94195079676817 
298.99999999987307  	 72.8589932454259 
299.99999999987216  	 74.14650129841499 
300.99999999987125  	 79.0463253089827 
301.99999999987034  	 81.18286688232034 
302.99999999986943  	 83.59249299254712 
303.9999999998685  	 81.53529602630715 
304.9999999998676  	 82.43267357988861 
305.9999999998667  	 78.89590821297767 
306.9999999998658  	 83.59891622516653 
307.9999999998649  	 84.18961435150192 
308.999999999864  	 85.32741477828628 
309.99999999986306  	 86.41826335473132 
310.99999999986215  	 89.21281499544068 
311.99999999986125  	 92.1806984636831 
312.99999999986034  	 93.11467185939128 
313.9999999998594  	 92.86515690365867 
314.9999999998585  	 91.60584294023234 
315.9999999998576  	 90.5877194514487 
316.9999999998567  	 85.55720898500073 
317.9999999998558  	 84.09138488145587 
318.9999999998549  	 85.59903155956003 
319.99999999985397  	 84.37508024733555 
320.99999999985306  	 86.61802559764422 
321.99999999985215  	 86.94997655871303 
322.99999999985124  	 87.60582938798464 
323.99999999985033  	 87.72709557011115 
324.9999999998494  	 88.66495822698624 
325.9999999998485  	 86.39929696000083 
326.9999999998476  	 82.18682922222769 
327.9999999998467  	 84.75041172592995 
328.9999999998458  	 86.04448300794141 
329.9999999998449  	 85.70038198057892 
330.99999999984396  	 87.45089915197346 
331.99999999984306  	 88.34180501788657 
332.99999999984215  	 91.64833739677289 
333.99999999984124  	 92.21976266719815 
334.9999999998403  	 88.2362376666909 
335.9999999998394  	 88.43293719752265 
336.9999999998385  	 88.2173947681506 
337.9999999998376  	 86.41029400213856 
338.9999999998367  	 88.63615159398019 
339.9999999998358  	 89.1342477878876 
340.99999999983487  	 87.74808769706013 
341.99999999983396  	 83.38874050727475 
342.99999999983305  	 82.84902535994755 
343.99999999983214  	 82.4959025859099 
344.99999999983123  	 82.33349908077246 
345.9999999998303  	 79.50657485917367 
346.9999999998294  	 81.37392854483525 
347.9999999998285  	 80.26215993122773 
348.9999999998276  	 83.97277869208632 
349.9999999998267  	 88.18713452883378 
350.9999999998258  	 87.51957563244474 
351.99999999982487  	 86.94598550416762 
352.99999999982396  	 84.99976911757096 
353.99999999982305  	 85.6010487690092 
354.99999999982214  	 88.82936133570286 
355.9999999998212  	 89.0773466019482 
356.9999999998203  	 86.16119433075544 
357.9999999998194  	 84.44462372374406 
358.9999999998185  	 85.6507184087546 
359.9999999998176  	 86.69041724749532 
360.9999999998167  	 91.06078368987642 
361.99999999981577  	 93.04892294800442 
362.99999999981486  	 92.4717168915553 
363.99999999981395  	 87.49559777891065 
364.99999999981304  	 85.23066087040375 
365.99999999981213  	 82.00539211170111 
366.9999999998112  	 82.31661120804273 
367.9999999998103  	 82.05826103355122 
368.9999999998094  	 76.82315290078606 
369.9999999998085  	 77.87277782001917 
370.9999999998076  	 80.99495057721921 
371.9999999998067  	 76.62571396426699 
372.99999999980577  	 77.70240132902939 
373.99999999980486  	 78.7624791059994 
374.99999999980395  	 80.1535984893452 
375.99999999980304  	 79.01202765887766 
376.9999999998021  	 76.43534227829007 
377.9999999998012  	 73.36856873683755 
378.9999999998003  	 71.64170356790278 
379.9999999997994  	 71.43297567599244 
380.9999999997985  	 69.30177953441608 
381.9999999997976  	 70.4589582613941 
382.99999999979667  	 68.20431273041635 
383.99999999979576  	 67.6494630902095 
384.99999999979485  	 69.06116911112532 
385.99999999979394  	 68.1380345657284 
386.99999999979303  	 67.96145647681689 
387.9999999997921  	 65.93869908513307 
388.9999999997912  	 68.14212434252133 
389.9999999997903  	 69.16394665561668 
390.9999999997894  	 71.24512168068527 
391.9999999997885  	 73.3580743423517 
392.9999999997876  	 72.2690899898974 
393.99999999978667  	 66.4399429025702 
394.99999999978576  	 70.2673380002073 
395.99999999978485  	 71.20976765991816 
396.99999999978394  	 72.79429187054109 
397.99999999978303  	 73.0903694408486 
398.9999999997821  	 75.40054634273604 
399.9999999997812  	 73.53840273916103 
400.9999999997803  	 74.5497158374702 
401.9999999997794  	 75.4843414426602 
402.9999999997785  	 76.95284220859429 
403.9999999997776  	 77.14215463100847 
404.99999999977666  	 72.41019159671657 
405.99999999977575  	 70.61481655231796 
406.99999999977484  	 72.22817400838068 
407.99999999977393  	 76.07301093129519 
408.999999999773  	 76.19672510538835 
409.9999999997721  	 78.25205637005611 
410.9999999997712  	 79.77485324039705 
411.9999999997703  	 79.38326979749888 
412.9999999997694  	 75.59703250360391 
413.9999999997685  	 74.68094183093413 
414.99999999976757  	 79.3356447889158 
415.99999999976666  	 79.18299767170461 
416.99999999976575  	 80.17123703364683 
417.99999999976484  	 79.30190741837984 
418.99999999976393  	 81.29805393726907 
419.999999999763  	 80.29952415890517 
420.9999999997621  	 81.10713258978078 
421.9999999997612  	 79.65105949472411 
422.9999999997603  	 82.71303323508832 
423.9999999997594  	 80.76691481822041 
424.9999999997585  	 78.4462785684988 
425.99999999975756  	 80.48667142210489 
426.99999999975665  	 79.61091121381295 
427.99999999975574  	 78.80613582939421 
428.99999999975483  	 79.87002751647911 
429.9999999997539  	 77.42063823510139 
430.999999999753  	 79.61699966733477 
431.9999999997521  	 79.10788661817392 
432.9999999997512  	 78.59914138034047 
433.9999999997503  	 79.31138933707021 
434.9999999997494  	 78.13560594256933 
435.99999999974847  	 79.78397786634679 
436.99999999974756  	 79.41123696254701 
437.99999999974665  	 80.22501577995206 
438.99999999974574  	 81.43622342206065 
439.99999999974483  	 83.37415242644573 
440.9999999997439  	 83.49289512989225 
441.999999999743  	 82.54235400584489 
442.9999999997421  	 82.75007477764541 
443.9999999997412  	 79.80175239424909 
444.9999999997403  	 82.06600307142375 
445.9999999997394  	 85.11272363475356 
446.99999999973846  	 83.51548936265911 
447.99999999973755  	 83.55741338377976 
448.99999999973664  	 82.4411914755463 
449.99999999973573  	 78.97574918811758 
